# skill-design entry index — grep this before reading a module
# id	file	title	topic	tags
ds-046	lore/02-design-system.jsonl	Typography Variables — Setup Workflow (Variables + Styles Together)	typography	typography,variables,text-styles,workflow,font-size,line-height,font-family,font-weight
ds-047	lore/02-design-system.jsonl	Responsive Typography Modes — Desktop and Mobile in a Single Collection	typography	typography,modes,responsive,desktop,mobile,breakpoint,variables,font-size
ds-048	lore/02-design-system.jsonl	Typography Variable Types and Naming — String vs Number, T-Shirt Scale	typography	typography,variables,naming,string,number,t-shirt,scale,font-family,font-weight
ios-001	lore/04-ios-design.jsonl	iPhone 16 Pro Max screen size	device-screens	iphone,screen-size,device,16-pro-max
ios-002	lore/04-ios-design.jsonl	iPhone 16 Pro screen size	device-screens	iphone,screen-size,device,16-pro
ios-003	lore/04-ios-design.jsonl	iPhone 16 Plus screen size	device-screens	iphone,screen-size,device,16-plus
ios-004	lore/04-ios-design.jsonl	iPhone 16 and iPhone 15 standard screen size	device-screens	iphone,screen-size,device,16,15
ios-005	lore/04-ios-design.jsonl	iPhone 15 Pro Max and 14 Pro Max screen size	device-screens	iphone,screen-size,device,15-pro-max,14-pro-max
ios-006	lore/04-ios-design.jsonl	iPhone 14 Plus and iPhone 14 screen sizes	device-screens	iphone,screen-size,device,14-plus,14
ios-007	lore/04-ios-design.jsonl	iPhone SE 3rd gen screen size	device-screens	iphone,screen-size,device,se,legacy
ios-008	lore/04-ios-design.jsonl	iPad screen sizes	device-screens	ipad,screen-size,device,tablet
ios-009	lore/04-ios-design.jsonl	Primary artboard rule	device-screens	rule,artboard,figma,design
ios-010	lore/04-ios-design.jsonl	Safe area insets for iPhone 16 Pro models	safe-areas	safe-area,insets,16-pro,16-pro-max,dynamic-island
ios-011	lore/04-ios-design.jsonl	Safe area insets for iPhone 16/15/14 Pro	safe-areas	safe-area,insets,15,16,14-pro
ios-012	lore/04-ios-design.jsonl	Safe area rules	safe-areas	safe-area,rule,interactive,edge-to-edge
ios-013	lore/04-ios-design.jsonl	Dynamic Island dimensions and behavior	dynamic-island	dynamic-island,notch,status-bar,live-activities
ios-014	lore/04-ios-design.jsonl	Navigation bar dimensions	navigation	navigation-bar,nav-bar,large-title,header
ios-015	lore/04-ios-design.jsonl	Tab bar dimensions	navigation	tab-bar,bottom-nav,home-indicator
ios-016	lore/04-ios-design.jsonl	Home indicator, toolbar, and search bar	navigation	home-indicator,toolbar,search-bar
ios-017	lore/04-ios-design.jsonl	Minimum touch target sizes	touch-targets	touch-target,tap,accessibility,hig
ios-018	lore/04-ios-design.jsonl	SF Pro type scale — Large Title through Title 3	typography	typography,sf-pro,font,large-title,title
ios-019	lore/04-ios-design.jsonl	SF Pro type scale — Headline and Body	typography	typography,sf-pro,font,headline,body
ios-020	lore/04-ios-design.jsonl	SF Pro type scale — Subheadline through Caption	typography	typography,sf-pro,font,subheadline,footnote,caption
ios-021	lore/04-ios-design.jsonl	SF Pro font families and Dynamic Type	typography	typography,sf-pro,dynamic-type,accessibility,font-family
ios-022	lore/04-ios-design.jsonl	SF Symbols overview and usage	sf-symbols	sf-symbols,icons,symbols,system-icons
ios-023	lore/04-ios-design.jsonl	8pt grid system and content margins	grid	grid,spacing,layout,margins,8pt
ios-024	lore/04-ios-design.jsonl	Section spacing and list insets	grid	grid,spacing,section,list,padding
ios-025	lore/04-ios-design.jsonl	Standard corner radii for iOS components	corner-radius	corner-radius,rounded,squircle,buttons,cards
ios-026	lore/04-ios-design.jsonl	App icon and tab bar icon corner radius	corner-radius	corner-radius,app-icon,tab-bar,squircle
ios-027	lore/04-ios-design.jsonl	iOS system colors	color	color,system-colors,hig,palette
ios-028	lore/04-ios-design.jsonl	iOS semantic and background colors	color	color,semantic,background,label,separator
ios-029	lore/04-ios-design.jsonl	Grouped background colors	color	color,grouped-background,settings,table-view
ios-030	lore/04-ios-design.jsonl	Dark mode design principles	dark-mode	dark-mode,appearance,oled,contrast
ios-031	lore/04-ios-design.jsonl	Dark mode text, colors, and shadows	dark-mode	dark-mode,text,shadows,wcag,contrast
ios-032	lore/04-ios-design.jsonl	Bottom sheet and modal presentations	sheets	bottom-sheet,modal,sheet,detents,presentation
ios-033	lore/04-ios-design.jsonl	Modal and popover presentations	sheets	modal,popover,page-sheet,full-screen
ios-034	lore/04-ios-design.jsonl	List and table view row heights	lists	list,table-view,row-height,cell,separator
ios-035	lore/04-ios-design.jsonl	List styles and swipe actions	lists	list,grouped,inset-grouped,swipe,settings
ios-036	lore/04-ios-design.jsonl	Pull to refresh and infinite scroll	patterns	pull-to-refresh,infinite-scroll,loading,spinner
ios-037	lore/04-ios-design.jsonl	Action sheets and alerts	patterns	action-sheet,alert,dialog,modal
ios-038	lore/04-ios-design.jsonl	Context menus and haptic feedback	patterns	context-menu,long-press,haptics,3d-touch
ios-039	lore/04-ios-design.jsonl	Figma artboard and grid setup for iOS	figma-setup	figma,artboard,grid,setup,columns
ios-040	lore/04-ios-design.jsonl	Figma export settings for iOS	figma-setup	figma,export,retina,assets,scale
ios-041	lore/04-ios-design.jsonl	Navigation patterns and hierarchy	navigation	navigation,hierarchy,drill-down,flat
ios-042	lore/04-ios-design.jsonl	Thumb zone and reachability	touch-targets	thumb-zone,reachability,ergonomics,one-handed
ios-043	lore/04-ios-design.jsonl	iOS color usage rules	color	color,accessibility,semantic,rule
ios-044	lore/04-ios-design.jsonl	SF Symbols sizing and custom symbols	sf-symbols	sf-symbols,sizing,custom,template
ios-045	lore/04-ios-design.jsonl	Search patterns in iOS	patterns	search,search-bar,suggestions,scope
ios-046	lore/04-ios-design.jsonl	Onboarding and empty states	patterns	onboarding,empty-state,welcome,first-run
ios-047	lore/04-ios-design.jsonl	Keyboard dimensions and behavior	layout	keyboard,input,text-field,height
ios-048	lore/04-ios-design.jsonl	Status bar styles and behavior	layout	status-bar,time,battery,signal
ios-049	lore/04-ios-design.jsonl	iOS animation and motion principles	animation	animation,motion,transition,spring
ios-050	lore/04-ios-design.jsonl	iOS accessibility design requirements	accessibility	accessibility,a11y,voiceover,dynamic-type,contrast
an-001	lore/05-android-design.jsonl	Compact Phone Screen Size	device-screens	screen-size,phone,compact,dp
an-002	lore/05-android-design.jsonl	Standard Phone Screen Size — Primary Design Target	device-screens	screen-size,phone,pixel,primary
an-003	lore/05-android-design.jsonl	Tablet Screen Sizes	device-screens	screen-size,tablet,dp
an-004	lore/05-android-design.jsonl	Foldable Device Screen Sizes	device-screens	screen-size,foldable,pixel-fold
an-005	lore/05-android-design.jsonl	Density Buckets for Asset Export	device-screens	density,dpi,export,assets
an-006	lore/05-android-design.jsonl	Compact Width Window Size Class	window-size-classes	responsive,window-class,compact,layout
an-007	lore/05-android-design.jsonl	Medium Width Window Size Class	window-size-classes	responsive,window-class,medium,layout
an-008	lore/05-android-design.jsonl	Expanded Width Window Size Class	window-size-classes	responsive,window-class,expanded,layout
an-009	lore/05-android-design.jsonl	Height Window Size Classes	window-size-classes	responsive,window-class,height
an-010	lore/05-android-design.jsonl	Bottom Navigation Bar	navigation	navigation,bottom-nav,m3,compact
an-011	lore/05-android-design.jsonl	Navigation Rail	navigation	navigation,rail,m3,medium
an-012	lore/05-android-design.jsonl	Navigation Drawer	navigation	navigation,drawer,m3,expanded
an-013	lore/05-android-design.jsonl	Top App Bar — Small	navigation	app-bar,top-bar,m3,small
an-014	lore/05-android-design.jsonl	Top App Bar — Medium and Large	navigation	app-bar,top-bar,m3,collapsing
an-015	lore/05-android-design.jsonl	Navigation Rules	navigation	navigation,rules,responsive
an-016	lore/05-android-design.jsonl	Minimum Touch Target Sizes	touch-targets	touch,accessibility,interaction,dp
an-017	lore/05-android-design.jsonl	FAB Touch Target Sizes	touch-targets	fab,touch,button,m3
an-018	lore/05-android-design.jsonl	Display Type Scale	typography	typography,type-scale,display,m3
an-019	lore/05-android-design.jsonl	Headline Type Scale	typography	typography,type-scale,headline,m3
an-020	lore/05-android-design.jsonl	Title Type Scale	typography	typography,type-scale,title,m3
an-021	lore/05-android-design.jsonl	Body Type Scale	typography	typography,type-scale,body,m3
an-022	lore/05-android-design.jsonl	Label Type Scale	typography	typography,type-scale,label,m3
an-023	lore/05-android-design.jsonl	Typography Unit Rules	typography	typography,sp,dp,units,accessibility
an-024	lore/05-android-design.jsonl	Material 3 Color System — Key Colors and Tonal Palettes	color	color,m3,hct,tonal-palette
an-025	lore/05-android-design.jsonl	Material 3 Light Theme Token Mapping	color	color,m3,light-theme,tokens
an-026	lore/05-android-design.jsonl	Material 3 Dark Theme Token Mapping	color	color,m3,dark-theme,tokens
an-027	lore/05-android-design.jsonl	Material 3 Color Roles	color	color,m3,roles,semantic
an-028	lore/05-android-design.jsonl	Dynamic Color / Material You	color	color,dynamic-color,material-you,android-12
an-029	lore/05-android-design.jsonl	Material 3 Shape Scale	shape	shape,corner-radius,m3,tokens
an-030	lore/05-android-design.jsonl	Component Shape Assignments	shape	shape,components,corner-radius,m3
an-031	lore/05-android-design.jsonl	Material 3 Elevation Levels	elevation	elevation,shadow,m3,levels
an-032	lore/05-android-design.jsonl	Tonal Elevation and Surface Tint	elevation	elevation,tonal,surface-tint,m3
an-033	lore/05-android-design.jsonl	Baseline Grid and Standard Spacing	grid-spacing	grid,spacing,layout,dp
an-034	lore/05-android-design.jsonl	Content Margins by Window Size	grid-spacing	grid,margins,responsive,layout
an-035	lore/05-android-design.jsonl	List Item Heights	grid-spacing	list,spacing,height,dp
an-036	lore/05-android-design.jsonl	Button Specs — Filled, Outlined, Text	components	button,m3,components,specs
an-037	lore/05-android-design.jsonl	Card Specs	components	card,m3,components,specs
an-038	lore/05-android-design.jsonl	Chip Specs	components	chip,m3,components,specs
an-039	lore/05-android-design.jsonl	Dialog Specs	components	dialog,m3,components,specs
an-040	lore/05-android-design.jsonl	Switch, Checkbox, Snackbar Specs	components	switch,checkbox,snackbar,m3,specs
an-041	lore/05-android-design.jsonl	Bottom Sheet Specs	components	bottom-sheet,m3,components,specs
an-042	lore/05-android-design.jsonl	Text Field Specs	components	text-field,input,m3,components,specs
an-043	lore/05-android-design.jsonl	Tabs Specs	components	tabs,m3,components,specs
an-044	lore/05-android-design.jsonl	Material 3 Expressive Design (2025)	expressive	m3-expressive,2025,personality,motion
an-045	lore/05-android-design.jsonl	Predictive Back Gesture	gestures	gesture,back,navigation,android-14
an-046	lore/05-android-design.jsonl	Edge-to-Edge Design	edge-to-edge	edge-to-edge,system-bars,insets,android-15
an-047	lore/05-android-design.jsonl	Figma Artboard and Grid Setup for Android	figma-setup	figma,artboard,grid,setup
an-048	lore/05-android-design.jsonl	Figma Asset Export for Android	figma-setup	figma,export,density,assets
an-049	lore/05-android-design.jsonl	Figma Plugins and Resources for Android Design	figma-setup	figma,plugins,material-theme-builder,resources
an-050	lore/05-android-design.jsonl	Android Accessibility Design Requirements	accessibility	accessibility,a11y,contrast,touch
an-051	lore/05-android-design.jsonl	Extended FAB and FAB Placement	components	fab,extended-fab,m3,placement
an-052	lore/05-android-design.jsonl	Search Bar Specs	components	search,search-bar,m3,components
rs-001	lore/06-responsive.jsonl	Mobile small breakpoint	breakpoints	breakpoint,mobile,320,374
rs-002	lore/06-responsive.jsonl	Mobile standard breakpoint	breakpoints	breakpoint,mobile,375,413
rs-003	lore/06-responsive.jsonl	Mobile large breakpoint	breakpoints	breakpoint,mobile,414,479
rs-004	lore/06-responsive.jsonl	Tablet portrait breakpoint	breakpoints	breakpoint,tablet,600,839,portrait
rs-005	lore/06-responsive.jsonl	Tablet landscape breakpoint	breakpoints	breakpoint,tablet,840,1023,landscape
rs-006	lore/06-responsive.jsonl	Desktop small breakpoint	breakpoints	breakpoint,desktop,1024,1279,laptop
rs-007	lore/06-responsive.jsonl	Desktop standard and large breakpoints	breakpoints	breakpoint,desktop,1280,1440,1920
rs-008	lore/06-responsive.jsonl	Mobile-first design progression	breakpoints	breakpoint,mobile-first,strategy,workflow
rs-009	lore/06-responsive.jsonl	Platform window and size classes	breakpoints	breakpoint,material3,apple,size-class
rs-010	lore/06-responsive.jsonl	Figma constraints fundamentals	constraints	constraints,resize,pin,stretch
rs-011	lore/06-responsive.jsonl	Constraints behavior and combinations	constraints	constraints,stretch,center,scale
rs-012	lore/06-responsive.jsonl	Constraints vs auto layout rules	constraints	constraints,auto-layout,disabled,sizing
rs-013	lore/06-responsive.jsonl	Fluid width pattern	auto-layout-patterns	auto-layout,fluid,fill,responsive,pattern
rs-014	lore/06-responsive.jsonl	Wrap layout pattern	auto-layout-patterns	auto-layout,wrap,reflow,cards,grid,pattern
rs-015	lore/06-responsive.jsonl	Sidebar plus main content pattern	auto-layout-patterns	auto-layout,sidebar,main,layout,pattern
rs-016	lore/06-responsive.jsonl	Stacking and reflow pattern	auto-layout-patterns	auto-layout,stacking,vertical,horizontal,responsive,pattern
rs-017	lore/06-responsive.jsonl	Flexible card grid pattern	auto-layout-patterns	auto-layout,grid,cards,min-width,wrap,pattern
rs-018	lore/06-responsive.jsonl	Responsive component strategies	responsive-components	component,responsive,variant,auto-layout,strategy
rs-019	lore/06-responsive.jsonl	Responsive variables setup	responsive-variables	variables,modes,responsive,spacing,2025
rs-020	lore/06-responsive.jsonl	Responsive variables best practices	responsive-variables	variables,modes,responsive,rules,strategy
rs-021	lore/06-responsive.jsonl	Pixel density and export scales	pixel-density	export,density,retina,dpi,resolution
rs-022	lore/06-responsive.jsonl	Export rules for web and native	pixel-density	export,web,native,srcset,icon,pixel-perfect
rs-023	lore/06-responsive.jsonl	Fluid typography across breakpoints	typography	typography,font-size,scale,responsive,line-length
rs-024	lore/06-responsive.jsonl	Responsive grid systems by breakpoint	grid-systems	grid,columns,margin,gutter,responsive
rs-025	lore/06-responsive.jsonl	Grid consistency rules	grid-systems	grid,gutter,margin,spacing,rules
rs-026	lore/06-responsive.jsonl	Adaptive vs responsive design in Figma	adaptive-vs-responsive	adaptive,responsive,strategy,layout,approach
rs-027	lore/06-responsive.jsonl	Testing responsive designs in Figma	testing	testing,resize,breakpoint,artboard,prototype
rs-028	lore/06-responsive.jsonl	Adaptive text and max-width pattern	auto-layout-patterns	auto-layout,text,max-width,min-width,readability,pattern
rs-029	lore/06-responsive.jsonl	Grid auto layout with fractional tracks	auto-layout-patterns	auto-layout,grid,fractional,columns,reflow,pattern
rs-030	lore/06-responsive.jsonl	Responsive component rules and maintenance	responsive-components	component,responsive,maintenance,variants,rules
ux-001	lore/07-mobile-ux.jsonl	Bottom Navigation Bar	navigation	navigation,bottom-nav,tab-bar,ios,android
ux-002	lore/07-mobile-ux.jsonl	Horizontal Tab Bar	navigation	tabs,filtering,scrollable,content-categories
ux-003	lore/07-mobile-ux.jsonl	Hamburger Menu / Navigation Drawer	navigation	hamburger,drawer,side-nav,menu
ux-004	lore/07-mobile-ux.jsonl	Navigation Stack (Push/Pop)	navigation	navigation-stack,hierarchy,back-button,deep-linking
ux-005	lore/07-mobile-ux.jsonl	Floating Action Button (FAB)	navigation	fab,primary-action,material,android
ux-006	lore/07-mobile-ux.jsonl	Contextual Action Toolbar	navigation	contextual-actions,selection-mode,toolbar,multi-select
ux-007	lore/07-mobile-ux.jsonl	Thumb Zone - Easy Reach (Green)	thumb-zone	thumb-zone,ergonomics,reachability,one-handed
ux-008	lore/07-mobile-ux.jsonl	Thumb Zone - Stretch and Hard Reach	thumb-zone	thumb-zone,ergonomics,hard-reach,ux-placement
ux-009	lore/07-mobile-ux.jsonl	Tap and Double-Tap Gestures	gestures	gestures,tap,double-tap,interaction
ux-010	lore/07-mobile-ux.jsonl	Long Press Gesture	gestures	gestures,long-press,context-menu,haptic
ux-011	lore/07-mobile-ux.jsonl	Horizontal Swipe Gestures	gestures	gestures,swipe,swipe-to-delete,page-navigation
ux-012	lore/07-mobile-ux.jsonl	Vertical Swipe and Pull-to-Refresh	gestures	gestures,scroll,pull-to-refresh,dismiss
ux-013	lore/07-mobile-ux.jsonl	Pinch and System Edge Gestures	gestures	gestures,pinch,zoom,edge-swipe,system-gestures
ux-014	lore/07-mobile-ux.jsonl	Gesture Discoverability Rules	gestures	gestures,discoverability,hints,affordance
ux-015	lore/07-mobile-ux.jsonl	Color Contrast Requirements (WCAG 2.1 AA)	accessibility	accessibility,wcag,contrast,color
ux-016	lore/07-mobile-ux.jsonl	Touch Targets and Spacing	accessibility	accessibility,touch-target,tap-area,spacing
ux-017	lore/07-mobile-ux.jsonl	Screen Reader and Focus Management	accessibility	accessibility,screen-reader,voiceover,talkback,focus
ux-018	lore/07-mobile-ux.jsonl	Text Scaling and Motion Preferences	accessibility	accessibility,dynamic-type,font-scaling,reduce-motion
ux-019	lore/07-mobile-ux.jsonl	Skeleton Screens	loading	loading,skeleton,shimmer,placeholder,perceived-performance
ux-020	lore/07-mobile-ux.jsonl	Spinners, Progress Bars, and Optimistic UI	loading	loading,spinner,progress-bar,optimistic-ui,pull-to-refresh
ux-021	lore/07-mobile-ux.jsonl	Lazy Loading and Content Loading Strategy	loading	loading,lazy-loading,infinite-scroll,pagination
ux-022	lore/07-mobile-ux.jsonl	Empty States: First Use, No Results, Error	empty-states	empty-state,first-use,no-results,onboarding,illustration
ux-023	lore/07-mobile-ux.jsonl	Empty States: Deleted, Cleared, and Offline	empty-states	empty-state,undo,offline,cached-content
ux-024	lore/07-mobile-ux.jsonl	Inline Validation and Field Errors	error-handling	errors,validation,inline,form-errors,field-state
ux-025	lore/07-mobile-ux.jsonl	Toast, Snackbar, Banner, and Full-Screen Errors	error-handling	errors,toast,snackbar,banner,error-screen,retry
ux-026	lore/07-mobile-ux.jsonl	Progressive Disclosure and Coach Marks	onboarding	onboarding,progressive-disclosure,coach-marks,tooltip,first-run
ux-027	lore/07-mobile-ux.jsonl	Walkthrough and Permission Priming	onboarding	onboarding,walkthrough,permissions,carousel,value-prop
ux-028	lore/07-mobile-ux.jsonl	Mobile Form Layout and Input Design	forms	forms,input,layout,single-column,label
ux-029	lore/07-mobile-ux.jsonl	Keyboard Types and Form Submission	forms	forms,keyboard,autofill,submit-button,input-type
ux-030	lore/07-mobile-ux.jsonl	Keyboard Handling and Input Visibility	keyboard	keyboard,scroll,input-visibility,dismiss,safe-area
ux-031	lore/07-mobile-ux.jsonl	Dark Mode Design Principles	dark-mode	dark-mode,theme,system-preference,surfaces
ux-032	lore/07-mobile-ux.jsonl	Dark Mode: Colors, Images, and Assets	dark-mode	dark-mode,images,color-adjustment,desaturation
ux-033	lore/07-mobile-ux.jsonl	Offline-First and Cache Strategy	offline	offline,cache,performance,background-sync,queue
ux-034	lore/07-mobile-ux.jsonl	Perceived Performance and Image Optimization	offline	performance,perceived-performance,images,progressive-loading,transitions
ux-035	lore/07-mobile-ux.jsonl	Accessibility Testing Checklist	accessibility	accessibility,testing,checklist,wcag,audit
gp-001	lore/11-gestalt-perception.jsonl	Gestalt Psychology — The Foundation of Visual Perception	gestalt-overview	gestalt,perception,visual-design,psychology
gp-002	lore/11-gestalt-perception.jsonl	Gestalt: Law of Proximity	law-of-proximity	proximity,grouping,layout,whitespace
gp-003	lore/11-gestalt-perception.jsonl	Gestalt: Law of Similarity	law-of-similarity	similarity,visual-hierarchy,consistency,buttons
gp-004	lore/11-gestalt-perception.jsonl	Gestalt: Law of Closure	law-of-closure	closure,icons,progressive-disclosure,visual-completion
gp-005	lore/11-gestalt-perception.jsonl	Gestalt: Law of Continuity	law-of-continuity	continuity,alignment,eye-flow,grid,scanning
gp-006	lore/11-gestalt-perception.jsonl	Gestalt: Law of Figure/Ground	law-of-figure-ground	figure-ground,contrast,modals,depth,dark-mode
gp-007	lore/11-gestalt-perception.jsonl	Gestalt: Law of Symmetry	law-of-symmetry	symmetry,asymmetry,balance,composition,trust
gp-008	lore/11-gestalt-perception.jsonl	Gestalt: Law of Common Fate	law-of-common-fate	animation,motion,grouping,transitions,micro-interactions
gp-009	lore/11-gestalt-perception.jsonl	Gestalt: Law of Prägnanz (Good Form)	law-of-prägnanz	simplicity,minimalism,cognitive-load,visual-design,prägnanz
gp-010	lore/11-gestalt-perception.jsonl	Gestalt Applied to Typography	gestalt-in-typography	typography,gestalt,hierarchy,readability,scanning
gp-011	lore/11-gestalt-perception.jsonl	Preattentive Attributes — What Users See Before They Think	visual-perception-preattentive	preattentive,colour,size,attention,scanning,hierarchy
gp-012	lore/11-gestalt-perception.jsonl	F-Pattern and Z-Pattern — How Users Scan Interfaces	visual-perception-scanning	f-pattern,z-pattern,scanning,eye-tracking,layout
gp-013	lore/11-gestalt-perception.jsonl	Heuristic Evaluation — Expert UI Review Against Nielsen's 10 Laws	heuristic-evaluation	heuristic-evaluation,usability,nielsen,expert-review,ux-research
gp-014	lore/11-gestalt-perception.jsonl	Running a Heuristic Evaluation in Practice	heuristic-evaluation-process	heuristic-evaluation,process,ux-research,team,severity
gp-015	lore/11-gestalt-perception.jsonl	Severity Ratings in Heuristic Evaluations	heuristic-evaluation-severity	heuristic-evaluation,severity,prioritisation,ux-research
gp-016	lore/11-gestalt-perception.jsonl	Colour Perception and Psychology in UI	perception-colour-psychology	colour,perception,psychology,accessibility,cultural-context
ty-001	lore/12-typography-deep.jsonl	Type Anatomy — The Vocabulary of Letterforms	type-anatomy	type-anatomy,typography,letterforms,readability,fundamentals
ty-002	lore/12-typography-deep.jsonl	Type Classification — Understanding the Major Families	type-classification	type-classification,serif,sans-serif,slab,monospace,display,variable-fonts
ty-003	lore/12-typography-deep.jsonl	Optical vs Mechanical Spacing — Why Type Feels Wrong	type-optical-vs-mechanical	optical-spacing,kerning,mechanical-spacing,type-design,perception
ty-004	lore/12-typography-deep.jsonl	Kerning — The Art of Letter Spacing	kerning	kerning,letter-spacing,type-design,display-type,optical
ty-005	lore/12-typography-deep.jsonl	Tracking and Leading — Horizontal and Vertical Space	tracking-leading	tracking,leading,line-height,letter-spacing,readability,body-text
ty-006	lore/12-typography-deep.jsonl	Type Scale — Building a Systematic Hierarchy	type-scale	type-scale,hierarchy,modular-scale,golden-ratio,design-systems
ty-007	lore/12-typography-deep.jsonl	Type Alignment — Left, Right, Centre, Justified	type-alignment	alignment,left-align,justified,centred,readability,layout
ty-008	lore/12-typography-deep.jsonl	Measure — The Optimal Line Length	type-measure	measure,line-length,readability,column-width,mobile-typography
ty-009	lore/12-typography-deep.jsonl	Font Pairing — Principles and Strategy	type-pairing	font-pairing,typography,hierarchy,serif,sans-serif,design-systems
ty-010	lore/12-typography-deep.jsonl	Variable Fonts — The Future of Type in UI	variable-fonts	variable-fonts,performance,animation,figma,type-technology
ty-011	lore/12-typography-deep.jsonl	Type and Accessibility — Contrast, Size, and Legibility	type-contrast-accessibility	accessibility,wcag,contrast,legibility,type-size,dyslexia
ty-012	lore/12-typography-deep.jsonl	Type Rendering — How Screens Affect Typography	type-on-screen-rendering	screen-rendering,anti-aliasing,hinting,retina,hid-pi,type-technology
ty-013	lore/12-typography-deep.jsonl	Type Personality — How Fonts Communicate Emotion	type-emotion	type-personality,emotion,brand,typeface-selection,communication
ty-014	lore/12-typography-deep.jsonl	Typography in Design Systems — Tokens and Scale	type-in-ui-systems	design-systems,tokens,typography,naming,figma,semantic
ty-015	lore/12-typography-deep.jsonl	Text Style Naming — Bold and Weight Variants with Nested Slash Hierarchy	text-style-naming-bold-variants	text-styles,naming,bold,semibold,weight,variables,typography,design-systems,slash-naming
ct-001	lore/13-colour-theory.jsonl	Colour Theory Foundations — Hue, Saturation, Lightness	colour-theory-basics	colour-theory,hsl,hsb,hue,saturation,lightness,fundamentals
