# skill-figma entry index — grep this before reading a module
# id	file	title	topic	tags
og-019	lore/08-organization.jsonl	Hiding Internal Components	component-library	components,internal,helper,hiding,private
og-020	lore/08-organization.jsonl	Design Debt Audit	design-debt	design-debt,audit,detached,unnamed,hardcoded
og-021	lore/08-organization.jsonl	Design Debt Metrics	design-debt	design-debt,metrics,tracking,kpi
og-022	lore/08-organization.jsonl	Developer Handoff Best Practices	handoff	handoff,dev-mode,specs,annotations
og-023	lore/08-organization.jsonl	Figma Branching Workflow	version-control	branching,version-control,merge,review
og-024	lore/08-organization.jsonl	Version History Best Practices	version-control	version-history,saving,naming,restore
og-025	lore/08-organization.jsonl	Contribution and Review Process	governance	governance,contribution,review,approval,publishing
og-026	lore/08-organization.jsonl	Breaking Changes and Communication	governance	governance,breaking-changes,migration,communication,changelog
og-027	lore/08-organization.jsonl	Component Documentation Layout	documentation	documentation,component-page,layout,do-dont
au-001	lore/09-audit-optimization.jsonl	Find Detached Instances	detached-instances	audit,detached,instances,debt
au-002	lore/09-audit-optimization.jsonl	Reconnect Detached Instances Script	detached-instances	audit,detached,fix,instances
au-003	lore/09-audit-optimization.jsonl	Find Unused Components	unused-components	audit,unused,components,cleanup
au-004	lore/09-audit-optimization.jsonl	Find Duplicate/Mergeable Components	duplicate-components	audit,duplicates,merge,components
au-005	lore/09-audit-optimization.jsonl	Find Unnamed/Default Layers	naming	audit,naming,layers,cleanup
au-006	lore/09-audit-optimization.jsonl	Find Hardcoded Colors Not Using Variables	hardcoded-values	audit,hardcoded,colors,variables,tokens
au-007	lore/09-audit-optimization.jsonl	Find Hardcoded Spacing Not Using Variables	hardcoded-values	audit,hardcoded,spacing,variables,tokens
au-008	lore/09-audit-optimization.jsonl	Find Hardcoded Typography Not Using Styles	hardcoded-values	audit,hardcoded,typography,styles
au-009	lore/09-audit-optimization.jsonl	Check Consistent Corner Radius	consistency	audit,corner-radius,consistency
au-010	lore/09-audit-optimization.jsonl	Check Consistent Elevation/Shadow	consistency	audit,shadows,elevation,consistency
au-011	lore/09-audit-optimization.jsonl	Audit Component Variant Explosion	structure	audit,variants,explosion,optimization
au-012	lore/09-audit-optimization.jsonl	Audit Nested Component Depth	structure	audit,nesting,depth,performance
au-013	lore/09-audit-optimization.jsonl	Audit Auto Layout Coverage	structure	audit,auto-layout,structure
au-014	lore/09-audit-optimization.jsonl	Audit Variable Coverage	variables	audit,variables,coverage,tokens
au-015	lore/09-audit-optimization.jsonl	Audit Variable Organization	variables	audit,variables,organization,collections
au-016	lore/09-audit-optimization.jsonl	Generate Audit Report Template	report	audit,report,template,summary
au-017	lore/09-audit-optimization.jsonl	Health Score Calculation	report	audit,score,health,metrics
au-018	lore/09-audit-optimization.jsonl	Merge Similar Components Strategy	optimization	audit,merge,components,optimization
au-019	lore/09-audit-optimization.jsonl	Reduce Variant Count Strategy	optimization	audit,variants,reduction,optimization
au-020	lore/09-audit-optimization.jsonl	Flatten Deep Nesting Strategy	optimization	audit,nesting,flatten,optimization
au-021	lore/09-audit-optimization.jsonl	Migrate Styles to Variables	migration	audit,migration,styles,variables
au-022	lore/09-audit-optimization.jsonl	Add Missing Component Properties	migration	audit,properties,components,migration
au-023	lore/09-audit-optimization.jsonl	Pre-Publish Audit Checklist	checklist	audit,checklist,publish,quality
au-024	lore/09-audit-optimization.jsonl	Quarterly Audit Cadence	checklist	audit,schedule,governance,cadence
au-025	lore/09-audit-optimization.jsonl	Full File Scan Script Template	scripts	audit,script,scan,template
ex-001	lore/10-execution-recipes.jsonl	Available Figma Execution Tools	tools-overview	tools,overview,mcp
ex-002	lore/10-execution-recipes.jsonl	figma_execute — The Power Tool	tools-overview	figma-execute,javascript,plugin-api
ex-003	lore/10-execution-recipes.jsonl	Tool Selection Decision Tree	tools-overview	tools,decision,selection
ex-004	lore/10-execution-recipes.jsonl	Recipe: Create Simple Button Component	recipe-component	recipe,button,component,create
ex-005	lore/10-execution-recipes.jsonl	Recipe: Create Button with Icon + Variants	recipe-component	recipe,button,icon,variants,component-set
ex-006	lore/10-execution-recipes.jsonl	Recipe: Create Component with States	recipe-component	recipe,states,hover,disabled,variants
ex-007	lore/10-execution-recipes.jsonl	Recipe: Create Input Field Component	recipe-component	recipe,input,form,component
ex-008	lore/10-execution-recipes.jsonl	Recipe: Create Card Component	recipe-component	recipe,card,component,compound
ex-009	lore/10-execution-recipes.jsonl	Recipe: Create Navigation Bar	recipe-component	recipe,navbar,navigation,component
ex-010	lore/10-execution-recipes.jsonl	Recipe: Create Icon Button	recipe-component	recipe,icon-button,component
ex-011	lore/10-execution-recipes.jsonl	Recipe: Create Full Color Token System	recipe-variables	recipe,colors,tokens,variables,light-dark
ex-012	lore/10-execution-recipes.jsonl	Recipe: Create Spacing Token System	recipe-variables	recipe,spacing,tokens,variables
ex-013	lore/10-execution-recipes.jsonl	Recipe: Create Border Radius Tokens	recipe-variables	recipe,radius,tokens,variables
ex-014	lore/10-execution-recipes.jsonl	Recipe: Create Typography Styles	recipe-variables	recipe,typography,styles,text
ex-015	lore/10-execution-recipes.jsonl	Recipe: Setup Design Tokens in One Shot	recipe-variables	recipe,tokens,setup,one-shot
ex-016	lore/10-execution-recipes.jsonl	Recipe: Bootstrap Complete Design System	recipe-ds	recipe,design-system,full,bootstrap
ex-017	lore/10-execution-recipes.jsonl	Recipe: Create Component Page Layout	recipe-ds	recipe,page,organization,layout
ex-018	lore/10-execution-recipes.jsonl	Recipe: Create Responsive Component	recipe-advanced	recipe,responsive,component,breakpoints
ex-019	lore/10-execution-recipes.jsonl	Recipe: Create Component with Slots	recipe-advanced	recipe,slots,composable,2025
ex-020	lore/10-execution-recipes.jsonl	Recipe: Create Data Table Component	recipe-advanced	recipe,table,data,component,advanced
ex-021	lore/10-execution-recipes.jsonl	Recipe: Bulk Instance Creation	recipe-advanced	recipe,bulk,instances,populate
ex-022	lore/10-execution-recipes.jsonl	Recipe: Clone and Modify Existing Component	recipe-advanced	recipe,clone,modify,extend
ex-023	lore/10-execution-recipes.jsonl	Recipe: Create iOS Screen Template	recipe-ios	recipe,ios,screen,template
ex-024	lore/10-execution-recipes.jsonl	Recipe: Create Android Screen Template	recipe-android	recipe,android,screen,template
ex-025	lore/10-execution-recipes.jsonl	Recipe: Interactive Component Prototype	recipe-prototype	recipe,prototype,interaction,states
ex-026	lore/10-execution-recipes.jsonl	Gotcha: Component Instance Text Editing	gotchas	gotcha,instance,text,silent-failure
ex-027	lore/10-execution-recipes.jsonl	Gotcha: Font Loading in figma_execute	gotchas	gotcha,fonts,loading,async
ex-028	lore/10-execution-recipes.jsonl	Gotcha: Color Format in figma_execute vs Tools	gotchas	gotcha,colors,format,hex,rgb
ex-029	lore/10-execution-recipes.jsonl	Gotcha: Z-Order and appendChild	gotchas	gotcha,z-order,layers,append
ex-030	lore/10-execution-recipes.jsonl	Gotcha: figma_execute Timeout and Batching	gotchas	gotcha,timeout,batch,performance
ex-031	lore/10-execution-recipes.jsonl	Gotcha: createComponent vs createComponentFromNode	gotchas	gotcha,component,creation,api
ex-032	lore/10-execution-recipes.jsonl	Visual Validation Workflow	validation	validation,screenshot,verify
ex-033	lore/10-execution-recipes.jsonl	Component Testing Checklist	validation	validation,testing,component,checklist
ex-034	lore/10-execution-recipes.jsonl	Workflow: Learning From Reference File	workflow	workflow,reference,learn,extract
ex-035	lore/10-execution-recipes.jsonl	Workflow: DS Audit End-to-End	workflow	workflow,audit,end-to-end
ex-036	lore/10-execution-recipes.jsonl	Recipe: Batch Rename Layers in Component	recipe-naming	recipe,rename,layers,naming,cleanup
ex-037	lore/10-execution-recipes.jsonl	Recipe: Rename Layers Following Convention	recipe-naming	recipe,rename,convention,semantic
ex-038	lore/10-execution-recipes.jsonl	Recipe: Rename Layers During Component Creation	recipe-naming	recipe,rename,creation,workflow
ex-039	lore/10-execution-recipes.jsonl	MANDATORY: Section-First Workflow	recipe-sections	recipe,sections,organization,mandatory,workflow
ex-040	lore/10-execution-recipes.jsonl	Section Naming and Emoji Convention	recipe-sections	recipe,sections,naming,emoji,convention
ex-041	lore/10-execution-recipes.jsonl	Recipe: Create Section with figma_execute	recipe-sections	recipe,sections,create,figma-execute
ex-042	lore/10-execution-recipes.jsonl	Section Grid Layout Strategy	recipe-sections	recipe,sections,layout,grid,spacing
ex-043	lore/10-execution-recipes.jsonl	Recipe: Color Swatches Inside Section	recipe-sections	recipe,sections,colors,swatches,display
ex-044	lore/10-execution-recipes.jsonl	Recipe: Typography Samples Inside Section	recipe-sections	recipe,sections,typography,display,samples
ex-045	lore/10-execution-recipes.jsonl	Recipe: Component Labels Inside Sections	recipe-sections	recipe,sections,labels,annotation
ex-046	lore/10-execution-recipes.jsonl	Updated DS Bootstrap Sequence (Section-First)	recipe-sections	recipe,design-system,bootstrap,sections,mandatory
