# skill-figma-prototyping entry index — grep this before reading a module
# id	file	title	topic	tags
fm-010	lore/37-figma-motion.jsonl	Reviewing Motion — What to Look For	motion-review	motion,critique,review,accessibility
ms-001	lore/38-motion-system-handoff.jsonl	Motion as a Token Layer, Not a Collection of Animations	motion-system-why	motion,design-system,tokens,governance
ms-002	lore/38-motion-system-handoff.jsonl	Duration Tokens — A Working Scale	duration-tokens	motion,duration,tokens,design-system
ms-003	lore/38-motion-system-handoff.jsonl	Easing Tokens — Named Curves and Their Semantics	easing-tokens	motion,easing,tokens,design-system,figma
ms-004	lore/38-motion-system-handoff.jsonl	Reduced Motion — A System-Level Requirement	reduced-motion	motion,accessibility,reduced-motion,wcag,tokens
ms-005	lore/38-motion-system-handoff.jsonl	Motion Performance — What Is Cheap and What Is Not	motion-performance	motion,performance,web,core-web-vitals,engineering
ms-006	lore/38-motion-system-handoff.jsonl	Mapping Figma Motion to Code	motion-code-mapping	motion,code,css,framer-motion,handoff,shopify
ms-007	lore/38-motion-system-handoff.jsonl	Motion Spec Template — What to Hand Over	motion-spec-template	motion,handoff,specification,documentation,template
ms-008	lore/38-motion-system-handoff.jsonl	Motion Personality — Making Motion Say Something	motion-personality	motion,brand,personality,shopify,crypto,ai
ms-009	lore/38-motion-system-handoff.jsonl	Motion Critique Checklist	motion-critique-checklist	motion,critique,checklist,accessibility,review
pr-001	lore/39-prototype-recipes.jsonl	Recipe — Draggable Bottom Sheet with Detents	recipe-bottom-sheet	figma,recipe,bottom-sheet,overlay,mobile,drag
pr-002	lore/39-prototype-recipes.jsonl	Recipe — Toast with Auto-Dismiss	recipe-toast	figma,recipe,toast,after-delay,notification
pr-003	lore/39-prototype-recipes.jsonl	Recipe — Shopify PDP Variant Picker with Live Price and Availability	recipe-shopify-pdp	figma,recipe,shopify,pdp,variants,variables,ecommerce
pr-004	lore/39-prototype-recipes.jsonl	Recipe — Cart Drawer That Stays Consistent Everywhere	recipe-cart-drawer	figma,recipe,shopify,cart,overlay,variables,ecommerce
pr-005	lore/39-prototype-recipes.jsonl	Recipe — Filter Panel with Applied State and Preserved Scroll	recipe-filters	figma,recipe,shopify,filters,scroll,preserve-scroll,ecommerce
pr-006	lore/39-prototype-recipes.jsonl	Recipe — Multi-Step Form with Real Validation States	recipe-multistep-form	figma,recipe,forms,validation,variables,conditionals
pr-007	lore/39-prototype-recipes.jsonl	Recipe — Wallet Connect Flow with Signing States	recipe-wallet-connect	figma,recipe,crypto,web3,wallet,transaction,overlay
pr-008	lore/39-prototype-recipes.jsonl	Recipe — AI Feature with Honest Latency and Failure	recipe-ai-response	figma,recipe,ai,latency,error-states,prototyping
pr-009	lore/39-prototype-recipes.jsonl	Recipe — Live Theme Toggle Across a Whole Prototype	recipe-theme-toggle	figma,recipe,variable-modes,dark-mode,design-system,theming
pr-010	lore/39-prototype-recipes.jsonl	Recipe — Skeleton to Content Transition	recipe-skeleton-loading	figma,recipe,loading,skeleton,smart-animate,performance
pr-011	lore/39-prototype-recipes.jsonl	Recipe — Onboarding Carousel with Drag and Progress	recipe-onboarding-carousel	figma,recipe,onboarding,carousel,push,drag,mobile
pr-012	lore/39-prototype-recipes.jsonl	Recipe — Building a Complete State Inventory Frame Set	recipe-state-inventory	figma,recipe,states,empty-state,error-states,critique,method
